x,y,cluster,term,genes,cluster_label
4.212892,5.206158,Cluster 3,CPT2,FAHD1 ATP5D NDUFA13 ARHGEF26 APLNR GNAS CCDC90A RNMTL1 TMEM70 MCL1 ,Unresolved
3.613829,4.2922473,Cluster 3,LTF,NARG2 ZNF250 CCDC148 SIRPG DDX31 FN3KRP APCDD1 FRMD1 DHX30 DDX19B PRAP1 HBM TMEM237 SNX27 PIGA POLL CDK15 ,Unresolved
2.8014836,5.0096803,Cluster 3,CHRND,ATG9A SLC12A4 TMPPE EIF2AK3 C10ORF58 FAM189B ST7L GPRC5B ABCC10 ST7 CCPG1 MFAP3 SIDT2 TMBIM6 ERGIC3 ERGIC2 FAM8A1 OCA2 EDA ATF6B TUSC3 POMT2 CISD2 LCLAT1 EXTL3 TYW1 WLS APOL2 SREBF2 ABCA3 ALG9 BTN2A2 KIAA2013 C1ORF43 DNAJC18 SQLE TPST2 DHRS7 DPY19L4 LPPR3 TMEM39A SLC27A3 SLC47A1 SPPL2B TMTC3 PKD2 SPPL3 CNNM1 SGCB BNIP1 SEC11C PDZD8 ,Unresolved
4.203986,4.5482836,Cluster 3,MED24,LMO2 MED1 CDK19 CDK8 TCL1B NR1I3 MED21 CCNC MED19 MED7 MED18 ,Unresolved
4.166843,3.686068,Cluster 3,TRIM24,ZNF695 ZNF331 ZNF254 ZNF133 ZNF264 ZNF550 ZNF483 ZNF324B C22ORF41 QPRT WDYHV1 RFPL4B CNKSR1 CDC16 ZIM2 ZNF764 ZNF785 ,Unresolved
3.713421,4.070544,Cluster 3,LRP5,CHST9 CSNK1A1 FAM5C ST8SIA4 C4ORF26 ADAM33 DKKL1 PRSS37 DKK1 PARP16 PODN ETV6 DKK4 F9 TGIF2LY MGAT4C SERPINA12 TAZ FCGRT RASD2 SCGB1D1 B3GALT2 LIPH C6ORF127 FAM3B SUSD4 SOST NXPH2 SGK196 LRRC4C ,Unresolved
4.1364703,4.7235975,Cluster 3,ZC3H11A,APOBEC3D SERPINB5 KBTBD7 SARNP ZC3H18 IER2 XAGE1A C11ORF57 ELAVL2 GSPT2 ,Unresolved
2.7865047,4.8565598,Cluster 3,C21orf63,EPHX1 SACM1L TMEM192 KIDINS220 DHRS7 CTDNEP1 POLR3A DNAJC1 ETNK1 PIGA UPK3BL PNPLA6 SLC27A6 BMPR1B NRP1 EDA GRAMD1C RETSAT DBF4B ATP2A3 LOC100510688 SPTLC2 PNMA2 VTI1B TYW1 TSPAN6 SLC39A3 PDZD8 ,Unresolved
3.72154,4.976321,Cluster 3,NRBF2,GALT BECN1 PMF1 KIAA1984 SCOC TGFBRAP1 PIK3R4 PIK3C3 ATG14 C6ORF174 ,Unresolved
3.935297,4.157096,Cluster 3,CST2,KCNG4 TSFM KIR2DS2 TNFRSF19 ZNF491 GTF2B UCP2 DDX31 RHOBTB1 FRMD1 RCAN1 RCAN2 NPB EPSTI1 ,Unresolved
4.017249,4.551924,Cluster 3,SRSF8,APOBEC3D ELAVL2 CLK3 CLK2 MECP2 NXF2 IL1F5 TRA2A SNRNP70 ZC3H18 PIP4K2A SNIP1 LUC7L SREK1 C11ORF57 LUC7L2 ,Unresolved
4.0204234,3.7103357,Cluster 3,PHF15,MYST2 MEAF6 AARSD1 PIK3R4 MYO9A C14ORF80 ING5 ING3 CCDC88A ING4 MYO5C PIK3C3 CCDC93 ,Unresolved
3.7735353,4.161945,Cluster 3,SLC25A46,SLC15A1 SLC37A3 SLC22A6 PTGIR GCNT1 TACR1 SLC1A5 OPRM1 SLC5A8 SLC22A16 P2RX2 APLNR PDCD1 SLC22A9 ERGIC3 IL13RA2 ,Unresolved
4.029143,4.694332,Cluster 3,BRIP1,IL17RA DOCK5 NCAPH2 FHL3 AVIL LYPD4 TULP2 C9ORF41 VWA5A VAPB GFOD1 RAD51L3 CRTAC1 LIPH CRYL1 PDDC1 SGK196 ,Unresolved
2.5789986,3.993538,Cluster 3,KIAA1671,IL17RA PM20D2 F9 P4HA2 WDR83 NCAPH2 CAPZA2 NEU2 SDF4 ASB3 SKP2 C6ORF141 ,Unresolved
2.6053863,4.8849735,Cluster 3,PTPRG,SERPINA12 ACBD7 DEFB104A TMEM185A IER3IP1 DUSP23 ISG20 DUSP22 CLCC1 GJB7 SCGB2A2 MED21 ZNF517 SDC1 PCDHGC3 CCNL2 NCSTN LGALS8 NPB DUS4L FYTTD1 FCN1 ,Unresolved
4.3646264,4.1468477,Cluster 3,USP34,ZNF211 CSNK1A1 ZNF550 SUV39H1 LYPD4 ZNF707 EIF3M ZNF669 ERMAP EPHA1 ZNF214 ZNF764 ZNF785 ZNF354C TSPYL6 ,Unresolved
3.2991986,4.494513,Cluster 3,USP7,PLEKHG5 ACD PCGF6 UBE2E3 RSBN1 PJA1 C14ORF179 RYBP PLEKHO1 ERCC3 LCOR ARHGEF6 CCDC41 TRIM35 KHDRBS2 TSEN15 MEAF6 TCF25 ZBTB44 TCEAL1 TULP3 PHF7 RBPJ NKAP NUAK2 PAK7 ARL6IP4 YAF2 FAM170A POTEB POTEC GAS2L1 ,Unresolved
3.8013408,3.7273304,Cluster 3,SEL1L,SLAMF1 TMEM5 TPSB2 CHST12 ZPBP2 PSG8 AMIGO3 SMPD1 FOXRED2 CPA5 ,Unresolved
4.157942,4.37576,Cluster 3,TUBGCP2,CHRM4 SLC37A3 VIPR2 PTGIR PTGER3 NPY2R GPR77 LGALS3BP TXNDC12 OPRM1 TUBG2 MZT1 MZT2B MAS1 SPINT2 TMEM206 TUBGCP5 ,Unresolved
2.7664714,4.765106,Cluster 3,SLC16A10,TMPRSS11B DHRS9 ARMC6 EDEM2 ERAP1 UPK1A SLC22A9 CNDP1 GYG2 TOR1AIP2 KLK8 LRRC32 ,Unresolved
3.3360252,4.282128,Cluster 3,SALL2,L3MBTL1 PTCD2 HPS1 PRMT2 NCAPH2 GFPT2 NR2F2 CARD8 WDR45 RFPL4B DSN1 ZMYM1 CDC16 TUBB3 ZC3HC1 ASB7 ATG2B PSME3 LHX6 ASB3 RCCD1 ,Unresolved
4.2696576,4.046483,Cluster 3,JOSD2,AHCYL1 NDUFA8 SPRR3 AHCYL2 TRAPPC2 HBB COMMD3 TYSND1 C19ORF59 LRTOMT DUSP28 ,Unresolved
4.3618526,4.133905,Cluster 3,SHCBP1,ZNF574 ZNF563 ZNF331 GYPB NOL9 ZNF3 PRKCA KRBA1 PSG9 RACGAP1 ZNF408 ZNF414 ZNF785 ,Unresolved
4.083489,4.7182107,Cluster 3,ESPL1,IL17RA DNAJC7 GFOD1 CDC16 FAM46A PTTG1 FBXO4 LYPD4 PDDC1 IARS2 FUZ TULP2 ,Unresolved
4.22685,4.00023,Cluster 3,WDR19,LRRC27 C11ORF74 DOCK5 DNAJC7 RAD51L3 IFT122 TULP3 TULP2 C14ORF179 TKT C6ORF141 ,Unresolved
3.8791378,4.004293,Cluster 3,PRKAG2,SIP1 DCLRE1C PRKAA2 STIM2 PHKG2 WDR83 PRKAB1 NEFH PRKAB2 PRKAA1 ,Unresolved
3.938794,4.972646,Cluster 3,EIF2B1,EIF2B5 EIF2B4 GYPB EIF2B3 PTGER3 BHLHA15 STX12 CLEC3A P2RX4 C19ORF75 GPR183 VTI1B PVRL4 EIF2B2 CA14 ,Unresolved
3.88928,3.7930326,Cluster 3,NPTX1,CD96 EPHA7 NAPSA WNT5A WNT7A GDF3 PTCH1 DEFA1 MMP10 ZPBP2 OGN PVRL3 PNLIPRP1 TM2D3 GXYLT1 LYZL1 LYPD4 LYZL2 IFI30 TAZ CYB5D2 LIPF FCGR3B CHST10 LYPD1 TCTN1 IL12RB1 SIAE HSD11B1 ,Unresolved
4.2206883,4.0796933,Cluster 3,PMPCA,SPINK2 CCDC69 C4ORF26 MRPS30 GHITM CGB2 DEFB1 GTPBP5 NUDT8 HLTF RPUSD2 KIAA0664 NPPA CA5A PMPCB MAGIX RNMTL1 ,Unresolved
3.5590148,3.9300575,Cluster 3,SNX11,SUSD3 MRPL16 AREG PML RAB34 CHEK1 ORC3 NPHP3 PNPLA4 TNFRSF9 DCAF10 GLIPR1L2 STK40 FGFR3 BMPR1A ,Unresolved
3.7784698,4.2187643,Cluster 3,C17orf80,TM2D3 LRP1 SPACA1 PMEL SLC39A12 KCNA5 TOR1AIP2 C1ORF85 ATP5D HADHB CD79B NIT1 SUCLA2 YBEY PLA2G10 TCTN2 FAM131B HLA-DPA1 APBA3 CD44 IL13RA2 ,Unresolved
4.1101737,4.434502,Cluster 3,BRCA2,L3MBTL1 NCAPH2 HSPB8 RABL2A AARSD1 RFXANK PPM1E MLF1 SNX32 C6ORF141 DSN1 MORF4L2 NSMCE4A CNKSR1 BAG4 C19ORF45 SPANXA1 ,Unresolved
3.3100169,5.175718,Cluster 3,WDR45L,KCNJ5 KHDRBS2 C5ORF24 ARRDC1 PLEKHA1 CNPY2 ASPRV1 BMX PML CACNB3 TFAP4 P2RX5 RCN1 PLEKHO1 SARNP GAS2L1 ,Unresolved
3.7709968,3.8522472,Cluster 3,SERPINB8,ZRSR2 TAS2R8 CDKL5 C14ORF118 NONO FCF1 C21ORF59 FAM102A PLXDC2 SERPINB6 TOX4 CDK15 TBC1D22B ,Unresolved
3.4845207,4.032809,Cluster 3,ZNF397,ZNF483 ZNF263 YWHAZ WDR11 FAM91A1 RFWD2 ZSCAN21 ZSCAN20 STK40 ZNF434 ZNF213 ZNF496 YWHAG ZNF232 ZNF197 ZNF394 ZNF174 ZNF192 ZNF24 RGS3 ZSCAN30 SNX1 SCAND1 ZKSCAN4 ZKSCAN3 ZNF446 ZNF500 ZNF444 ZKSCAN1 PGBD1 ,Unresolved
3.9704237,4.0643444,Cluster 3,DNAJB4,APOBEC3D SYNM KCNC4 ABHD15 DNAJB1 GLB1 P2RX6 WRAP73 DNAJB5 TTLL1 ANGPTL4 TTLL12 MANSC1 TBL1Y TBC1D22A C3ORF38 ,Unresolved
4.017527,4.1086316,Cluster 3,IKBKG,CHUK TANK ARNTL2 CCAR1 CENPF IKBKB LTBR TBK1 UBB FAM196A TPM1 NEFM MAP3K14 ZNF259 SYNC SDCCAG8 INHA ,Unresolved
4.0843,4.024381,Cluster 3,ATF1,CSGALNACT2 TUFT1 HSPA8 ARHGAP22 TFAP4 CTAGE5 TRPV5 CCDC97 ARIH1 NFIL3 CACNG2 C5ORF41 IDO2 ,Unresolved
3.7390494,4.801602,Cluster 3,DNAJC11,RIC3 TRABD YTHDF1 ARMC1 RNF214 ZNHIT2 FAM174A PDE6D TAX1BP1 WDR73 MCOLN3 SUOX ,Unresolved
4.2210627,4.1821823,Cluster 3,HAPLN3,HSPA5 MGAT4C C4ORF26 ARMC8 A2M CHAC2 B3GNT1 C19ORF45 FUT3 LSM5 TAZ ,Unresolved
3.8615892,4.4652104,Cluster 3,SLC12A9,TPRA1 PTGIR GPR77 GPR21 FAM189A2 PTH1R UPK1A MCOLN3 KCNA10 NMUR2 MANSC1 SLC18A1 SEMA7A LGALS8 GPR114 ,Unresolved
3.6473598,4.574503,Cluster 3,GAPDHS,ZNF684 BATF3 LINGO2 CCDC59 C12ORF50 SLC39A11 GPX8 THAP1 DARS2 MAFF ADCK3 C19ORF44 TRIP6 CTH KCNA10 NCAPD3 GAPDH ITK DCP2 KLRF1 SAMD7 GALNTL1 UBA5 MGST3 GDE1 DDX20 SLC5A2 ZDHHC23 PSG11 TMEM220 FAM117B C10ORF93 ODF2L C16ORF73 RASGEF1B TRA2A MFSD5 SPZ1 PTPN20A HYAL4 PHACTR4 NUSAP1 INSL3 CCDC50 C19ORF39 ,Unresolved
3.9293778,4.2553935,Cluster 3,ADAMTS2,SLAMF1 TMPRSS11B CLEC12A ST8SIA4 PRG2 DKKL1 LYPD4 ADAM30 CD1B ADAM2 ADAMTS4 IDS TCTN2 SUSD4 ,Unresolved
3.2078967,4.2839975,Cluster 3,ADAM9,SLAMF1 FIGF GPHA2 SCGB1D4 TMEM25 LYZL1 ADAM32 PTPRK LYZL2 CD1B INSL5 ,Unresolved
3.7115536,4.3612223,Cluster 3,TCEA1,USP47 FGB PTCRA HSD3B2 BROX GPR21 MRPS11 DUSP19 KLHL20 NFKBIA SLC38A7 CYP1A1 SLC25A32 ,Unresolved
4.2761497,4.350331,Cluster 3,DTX3,RNF114 MAPK9 GDA NDUFS6 ITSN1 NMD3 C20ORF7 FARSB NARFL CHFR ,Unresolved
3.856255,4.6049476,Cluster 3,UHRF1,ZNF18 UQCRB TRPV5 HBS1L TCEAL1 WIPI1 ARIH1 TMCC2 RNMTL1 CCNDBP1 BTRC ,Unresolved
3.2022357,4.3119936,Cluster 3,C3,DDX19B ASCC1 ZSCAN20 PDE4DIP SNX27 GDPD1 CA8 DDX31 CDK15 MAPK6 ,Unresolved
3.0037596,5.039869,Cluster 3,ZPLD1,SDF2L1 RTN4 GNPTAB CEACAM8 RARG TMX1 GNPTG C21ORF70 STEAP2 LRRC16A ,Unresolved
4.177555,3.9055684,Cluster 3,MTFR1,COLEC11 P2RX5 DIABLO CTAGE5 FGL2 CENPO CBWD1 CCDC120 ATG14 CCDC151 IL13RA2 ,Unresolved
2.8976333,4.6249986,Cluster 3,ITM2A,SLC22A18 NDUFB5 SPG7 KLHL36 DNAJC16 ATP7B ATP7A ATP12A RSPRY1 LGR4 HLA-DOA ,Unresolved
3.582606,4.8062215,Cluster 3,EVI5L,TSPYL1 VIPR2 PTGER3 NPY2R GPR77 FAF2 FZD10 PTH1R EFNB3 P2RX2 C19ORF75 CLEC2D SLC18A1 ,Unresolved
3.864542,3.9012694,Cluster 3,ALOXE3,SRC ZFHX4 B3GALNT1 HSPA8 EDEM3 CCDC27 NBEA HSPD1 C14ORF104 HERC4 GLIPR1 DPPA4 HOOK1 MORN3 ZIC1 ZSCAN12 PVRL2 ,Unresolved
4.219563,3.821344,Cluster 3,ABCA3,PMEL PCDHB16 TMPRSS12 UPK1A MCOLN3 HTR3A IL17RC CHRND CD79B ZNRF4 ACCN4 TCTN2 MPPE1 MANSC1 TMEM9B GPR114 ,Unresolved
3.8243937,4.716037,Cluster 3,ATL3,RTN4 SLC2A12 GPR77 CD70 GDE1 LPAR4 GRPR HS3ST2 SLC5A5 MAS1 SLC22A16 LPAR6 LAMP3 APLNR CNGA3 SLC17A2 GPR114 ,Unresolved
3.676158,4.14574,Cluster 3,FSTL1,WNT10B CHST8 DNASE2B TM2D3 XCL1 WNT5A PRG3 WNT7A ADAM33 LYZL2 DEFA1 PRELP FBXL14 DEFB121 SCGB1D2 ZPBP2 SCGB2A2 SGCA IL12A FBXO6 WNT4 INSL6 GPR114 LRRC4C ,Unresolved
3.220052,4.209141,Cluster 3,TTLL1,LRRC49 NICN1 VCPIP1 HECTD1 CDC23 KIAA1841 C19ORF20 CDC16 CDC27 DNAJB4 ANAPC4 C18ORF10 ANAPC5 C11ORF49 TBC1D19 ANAPC2 ,Unresolved
4.0777435,3.936678,Cluster 3,CREB1,CSGALNACT2 TUFT1 SYCP1 GPS2 ORC6 ARHGAP22 C16ORF71 TRIM5 FEZ1 CTAGE5 IFT74 TRPV5 ARIH1 PFDN4 NFIL3 PRR20E TRIM11 ,Unresolved
3.5344317,5.487585,Cluster 3,TRIM37,ZNF211 TPTE2 ZNF550 ZNF263 NCAPH2 ZNF816 CDC16 C17ORF59 ZNF416 BBS7 ZNF214 ZNF610 ,Unresolved
3.930138,4.417683,Cluster 3,TUBA4A,CCNJL EPHA7 PSG1 C12ORF74 VCAM1 PRKAB1 NYX C6ORF141 DDX39A NAAA POLR3E DNAJB11 TRAC RPL28 CDK13 SLAMF1 CHRM3 CHRM4 UBE2CBP NXPH3 LRP1 KLHL33 AVIL TOMM22 EFNB3 ANTXR1 TUBB3 FAM196A SERPINF1 SUSD4 TBL1Y IL12RB1 IL17RA SLC15A1 MAP2K2 CHIA DNASE2B GML GPR77 ST8SIA4 PRG3 PRG2 ARPC5 TBCB HLA-B VASN GDF9 HCFC2 RPS27 NIT1 MUC20 CRISP2 CELA3A DOCK5 LYPD4 TXNDC15 ISLR ICAM1 CD79B CD79A LYPD1 TMEM108 MIER2 LIPH MLST8 ARSG TXNDC9 PRODH LGALS7 NSUN2 KLK15 SIRT6 KLK11 TMCO3 ITGA9 KLK6 PROZ KLK5 IRAK2 TMEM25 ERBB3 TCP11L2 PDDC1 SLC18A1 MBIP DLGAP5 FAM5C FAM5B WNT7A KIAA1683 PLAUR SNX21 TSHR C1ORF85 CTDSP1 TTC5 PLA2G10 C9ORF3 B3GNT2 DAAM1 TKT SERPINB11 PRKCSH TSSC1 LYZL2 TULP2 THBS3 TUBA1A TUBA1C ADAMTS4 HYAL1 VSIG1 BPNT1 CCT7 TSHB INSL5 POLH ,Unresolved
3.8149035,5.0042353,Cluster 3,PPP2R5E,DCLRE1C DNASE2B WNT3A FAM43A LPAR4 KLF15 CRIP1 C1QL4 RPS27 PPP2CB MOS TMEM206 GJB7 CCNG2 VSIG1 ZNF517 CCNG1 VTI1B C19ORF57 DCAF11 ZFPL1 ZNF785 PRR14 CDK17 ,Unresolved
4.305127,3.9162662,Cluster 3,IMPAD1,CRP ST8SIA4 PTCH1 ATP1B3 HTR3C MCOLN3 PCDHB11 TNFSF13B CD1B PLTP UST TCTN2 HLA-DRA MPPE1 ENPP6 HLA-DRB1 ,Unresolved
4.065015,3.9181838,Cluster 3,VCPIP1,ATP13A1 PRMT2 NR0B2 CNKSR3 OLFM2 GAN LRCH3 CDC20B DND1 FIGNL1 TTLL1 HRASLS5 MAF1 ,Unresolved
3.6814432,4.566443,Cluster 3,ATF6B,RWDD2B OXSM AK4 TEX15 PPP1R9A PCDHB11 HLA-E CHRND OS9 LYRM7 ERLEC1 TBC1D15 MPPE1 CLEC2D TMED6 ,Unresolved
3.5930738,5.2439766,Cluster 3,AMD1,GLTP SHC4 RTBDN DNASE2B SHC1 HDAC11 CLEC11A TCF25 POP4 PTH2 DKKL1 PRELP SNX21 BMP7 BMP15 ADCYAP1 POMC DOK3 C19ORF21 FBXO4 GRINL1A CCDC120 KPTN SSX2 ,Unresolved
4.273848,3.9475987,Cluster 3,ZNF446,ZNF18 ZNF397 ZNF232 ZNF396 ZNF483 ZNF263 LEPRE1 XAGE1A WDR85 ZNF24 RFPL4B RGS3 ALDH3A1 ZKSCAN4 ZNF434 ZNF444 ZNF576 PGBD1 ,Unresolved
3.217209,4.4074516,Cluster 3,PKP3,C2ORF77 B3GALNT1 ELMOD1 CCNYL1 PDE4DIP SYT16 GDF5 FOXP2 MAS1 IL31RA FBXL4 RBM24 CCDC82 CDK15 NSMAF SMARCD1 ST6GALNAC3 FCF1 CPLX3 OAZ3 RHOBTB2 MAPK9 SGOL2 GPBP1 KIF3A C13ORF31 CCDC51 ,Unresolved
4.117241,4.0773582,Cluster 3,PPP2CA,FOXD4 TBCCD1 WNT7A PPP2R3A ZFC3H1 EEF1A1 RFWD2 KLHDC8A PPP2R2D PPP2R2C ZNF517 NCAPD3 ZNF114 PRR14 ZNF331 ZNF550 TRAF3IP3 CDCA4 WDR86 LRRC56 PTPDC1 SERTAD4 FOXS1 SGOL2 PPME1 FAM19A3 LCMT1 TINAG ZNF764 ZNF785 ,Unresolved
2.812668,4.8660226,Cluster 3,TMEM51,TTI1 FAM114A2 SUSD3 WWP1 NEDD4L WWP2 SLC39A11 FNDC3A HSPA12A ITCH C20ORF24 GALC PTER HECW2 NEDD4 PDCD4 CUEDC1 ,Unresolved
4.038381,5.096452,Cluster 3,TUBGCP6,MZT2B LGALS3BP PRICKLE3 KIAA1683 TXNDC12 TUBGCP5 TUBG2 BTRC MZT1 ZNF785 ,Unresolved
3.8683097,4.9803853,Cluster 3,RCBTB2,ANKRD49 HELLS FECH ID2 UBE2E3 MRPS11 ZNF558 ZNF238 PIK3R2 CCDC120 RCBTB1 STX11 ,Unresolved
4.1086597,4.2856436,Cluster 3,PASK,PARK2 TRIM41 ZNF550 RASL10B AURKA WNT7A KIAA1683 PRG2 KLK5 C7ORF69 DEF8 TRMT2A FRMD1 FAM19A3 WNT4 ,Unresolved
3.2433472,4.1710544,Cluster 3,RGS2,MIPOL1 MST4 KBTBD7 STXBP4 SERPINA10 FAM40A PTPN13 NINL METAP2 TAF2 ,Unresolved
4.1237164,3.7792583,Cluster 3,FAM108B1,TMPRSS11B SFTA2 SLC2A12 TRIM16L GPR77 PRG3 OPRM1 DEFA1 TOR1AIP2 C1ORF85 CD79B MAS1 SV2C TCTEX1D2 MFSD4 FAM174A APLNR A4GALT ,Unresolved
2.7882006,4.903822,Cluster 3,SLC22A23,KPRP BMP4 ATP6V0D1 DSCC1 TAX1BP1 CLEC2D SIRT2 LGALS8 DLK2 GCFC1 ,Unresolved
4.0855637,5.1457305,Cluster 3,SIRT5,GBP6 YBEY THEM4 HOXB5 WDFY1 CWC15 RABL3 CPLX3 GYG2 HBZ ,Unresolved
4.2485547,4.066207,Cluster 3,C3orf75,KLHL15 LAMP1 ZBTB25 PIPOX ZNF639 ZBTB2 C17ORF81 ELP4 LYPD4 PDDC1 ,Unresolved
2.713361,5.047362,Cluster 3,MAN1A1,OCLN CDCP1 TMEM30B UST CLU PLAUR CLDND1 C6ORF72 CD1B MMP10 ,Unresolved
4.2878366,4.0640516,Cluster 3,CNDP1,SLC25A16 HSP90AB4P RAB3B POTEF PIGM SLC16A10 ESR1 SLC25A6 COX7A2 CNDP2 MANEA ,Unresolved
3.7182128,3.9718246,Cluster 3,GABRD,ATG9A ST7L RNF115 FUT8 TUSC3 CCPG1 SIDT2 DNAJB9 ATF6 TMEM131 DNAJC18 TTC17 ,Unresolved
2.900014,4.981513,Cluster 3,CYB5R1,TMEM30A MFSD8 ZNRF4 PCDHGA5 NAAA IL20RA HEPACAM2 KCNA5 SLC7A1 MCOLN3 ,Unresolved
3.8190837,4.0706406,Cluster 3,GALNT12,TMPRSS11B GALNT7 CHST8 C4ORF26 ADAM33 LYPD4 FUT3 C12ORF53 HPX CD1B HLA-E TMEM5 PNLDC1 PTPRA TCTN2 MGAT4C LAMP3 B3GNT3 MPPE1 A2M ,Unresolved
4.1864777,3.948645,Cluster 3,SMARCAD1,ZNF211 ZNF562 ZNF550 DOK4 ZNF324B ZNF816 ZNF669 TRMT2A ZNF214 ZNF764 ZNF785 ,Unresolved
4.270439,3.8205583,Cluster 3,FSHR,PPP1R15B EDA ABCD4 YIPF4 SNX14 GP1BB C10ORF35 ABHD6 NAGPA DNAJC18 FAM189B GJA1 DAD1 UPK3BL SLC12A7 C2CD2L BMPR1A PDZD8 ,Unresolved
3.3094845,4.175438,Cluster 3,RICTOR,IL17RA TKTL1 TSPYL1 NCAPH2 AARSD1 PROZ AVIL CRYBA4 MAPK14 C6ORF141 NXF2 ANTXR1 P4HA2 CDC16 MLST8 SDF4 TUBGCP5 ASB3 TSHB IL13RA2 RAPGEF5 SKP2 ,Unresolved
3.8139367,5.1398425,Cluster 3,NUP85,SPAST PNKD SEC13 KIAA1984 NUP43 CD70 UXS1 ENPP6 VASN ZNF785 ,Unresolved
3.5043664,3.9757898,Cluster 3,ZNF232,USP48 ZNF263 KLHL29 ZBTB10 GTF2H2 LEPREL1 RNF40 DLG3 ZSCAN21 PPP2R2D ZSCAN20 APPBP2 MPPED1 PPT2 ZSCAN29 ZNF434 ZNF213 ZNF496 FTO ZNF397 ZNF197 TRIO ZNF174 ZNF192 ZNF24 PPWD1 ZMYM1 ZSCAN30 ZMYM6 SCAND1 TK1 ZKSCAN4 ZKSCAN3 SCAND3 ZKSCAN5 ZNF446 ZNF445 ZNF444 ZKSCAN1 PGBD1 ,Unresolved
3.1633832,4.5859156,Cluster 3,RASSF1,VAPA VAPB ITPRIP MAP1S SNX27 MAP1B MTHFR LRP6 NDUFV2 BTRC STK3 STK4 ,Unresolved
1.8733313,6.8436327,Cluster 3,ARRDC3,CD320 WWOX IKBIP PTPRS ZNF593 STXBP4 WWP1 NEDD4L TNFRSF10B ITCH RNF149 HECW2 NEDD4 CUEDC1 FGFR3 BMPR1A CSNK1G3 ,Unresolved
3.67649,4.70393,Cluster 3,KIAA0391,NTRK3 IL1R2 ADAM32 C17ORF90 MRM1 MRPL12 NIT1 NDUFS7 YBEY THEM4 GORASP1 BPNT1 IL13RA2 ,Unresolved
3.6918583,5.0489135,Cluster 3,TBC1D2B,KBTBD5 PTCD3 COG6 CAV3 PSMC3 ALOX5 CCDC53 S100A6 PAK7 APBB2 C6ORF141 ,Unresolved
3.5222318,4.923486,Cluster 3,ZER1,WFDC9 CUTA RTBDN SPINK7 MRM1 GOLGA4 LYG2 C6ORF127 FAM19A1 AGA GAST LGALS9 FAM19A4 ,Unresolved
4.431574,5.4158883,Cluster 3,PPA2,C15ORF38 NIPSNAP3A MECR LYRM7 CLPP MTIF2 C20ORF7 ACSS1 SYNC ACSF2 HIST1H1D ,Unresolved
4.149239,3.9807465,Cluster 3,ZNF24,ZNF18 ZNF397 ZNF232 ZNF396 ZNF483 ZNF263 ZNF174 CKM PICK1 PPP1R16B TUBA3C JMJD6 RGS3 ZSCAN20 SCAND1 ZKSCAN4 ZKSCAN3 PRKCQ ZNF446 ZSCAN1 ZNF434 ZNF444 ZKSCAN1 PGBD1 ,Unresolved
3.8791478,4.1926317,Cluster 3,CSNK2B,HEXIM2 RYBP JPH4 ZSCAN5A PCGF5 PCGF6 POLR2E MLX YAF2 C11ORF57 VSX1 NKAP ,Unresolved
4.382986,5.3036537,Cluster 3,DBT,ACAD9 BCKDHB RALB MRPS11 PPM1K PPTC7 ECHS1 MRM1 FAHD2A GRPEL2 ZADH2 CA5B THEM4 CCRN4L COX4I1 DLD DCAF11 MRRF TRMT61B CDO1 LIPT1 IDH3B ,Unresolved
3.8445065,5.1866803,Cluster 3,TRMT1,HEMK1 AARS2 HDAC3 NDUFA12 USP4 RSAD1 WDYHV1 SENP1 CLPX LIPG RFPL4B PDPR PDP1 AKAP11 P4HA2 DPP9 YBEY NDUFS6 CHDH CCRN4L D2HGDH ,Unresolved
3.6927602,3.987857,Cluster 3,PDZD8,ENTPD4 PCDHGA5 GABRA6 BTN2A1 PCDHB16 PCDHB11 IL17RC TREML2 FAM189B ACCN4 KCNS3 FSHR SRPRB PCDHB7 NMUR2 TMEM9B C21ORF63 KCNC4 PCDHGB4 TMPRSS3 CHRND LRRTM1 CDH5 ZNRF4 CNGA3 PCDHAC2 ,Unresolved
2.9611213,4.5554233,Cluster 3,CGRRF1,B4GALT3 SREBF2 COLEC12 PDGFRB TMEM30A FOXD2 USP33 PMEL PLEKHB2 ATP2A3 TMPRSS3 N4BP2L2 KIDINS220 ATP1B3 KIAA1161 ZNRF4 ARSG MPPE1 TMED6 PCDHAC2 ,Unresolved
4.2192016,5.4941382,Cluster 3,ZNF324,L3MBTL1 ZNF324B PRG3 RBM4B VWCE RPF1 FBL EFEMP1 RFPL4B NXF2 ZNF707 PSME3 TRIM10 SKAP1 LZTS2 CACNG5 ZNF169 ZNF785 ,Unresolved
2.4347422,8.793304,Cluster 4,DAAM1,RHOA SLC37A3 TUBB FBXL16 C1ORF88 RHOD GPN3 FBXL14 RANBP6 TUBA4A RHOC ARMC6 SERHL2 GNAZ ,Unresolved
0.9463467,10.065288,Cluster 4,FKBPL,ANKRD49 CTU1 C10ORF137 CSNK1D RBCK1 CSNK1E BRAF PLS1 NADSYN1 RNF31 ,Unresolved
2.2570686,9.007668,Cluster 4,TERF2,CCDC106 TEX264 HEXA TINF2 XAGE1A PRPF40A FGFRL1 FBL ARL4D PTRF DDX39A ARL4C TADA2B POT1 ,Unresolved
1.6521877,9.399127,Cluster 4,RNF126,KLHDC5 LRWD1 KIAA0100 SLC25A16 SOLH BAG6 UBB TAX1BP1 FAM63A GET4 CRYM APOD SKP2 TSPYL6 ,Unresolved
